time,entity,id,x,y,status,battery,direction
0,drone,0,20.0,20.0,idle,300.0,
0,drone,1,60.0,20.0,idle,300.0,
0,drone,2,20.0,60.0,idle,300.0,
0,drone,3,60.0,60.0,idle,300.0,
0,bus,0,15.0,0.0,at_station,,1.0
0,bus,1,65.0,60.0,at_station,,-1.0
0,bus,2,0.0,15.0,at_station,,1.0
0,bus,3,50.0,75.0,at_station,,-1.0
1,drone,0,20.0,20.0,idle,300.0,
1,drone,1,60.0,20.0,idle,300.0,
1,drone,2,20.0,60.0,idle,300.0,
1,drone,3,60.0,60.0,idle,300.0,
1,bus,0,15.0,0.0,at_station,,1.0
1,bus,1,65.0,60.0,at_station,,-1.0
1,bus,2,0.0,15.0,at_station,,1.0
1,bus,3,50.0,75.0,at_station,,-1.0
2,drone,0,20.0,20.0,idle,300.0,
2,drone,1,60.0,20.0,idle,300.0,
2,drone,2,20.0,60.0,idle,300.0,
2,drone,3,60.0,60.0,idle,300.0,
2,bus,0,15.0,2.5,moving,,1.0
2,bus,1,62.5,60.0,moving,,-1.0
2,bus,2,2.5,15.0,moving,,1.0
2,bus,3,50.0,72.5,moving,,-1.0
3,drone,0,20.0,20.0,idle,300.0,
3,drone,1,60.0,20.0,idle,300.0,
3,drone,2,20.0,60.0,idle,300.0,
3,drone,3,60.0,60.0,idle,300.0,
3,bus,0,15.0,7.5,moving,,1.0
3,bus,1,57.5,60.0,moving,,-1.0
3,bus,2,7.5,15.0,moving,,1.0
3,bus,3,50.0,67.5,moving,,-1.0
4,drone,0,20.0,20.0,idle,300.0,
4,drone,1,60.0,20.0,idle,300.0,
4,drone,2,20.0,60.0,idle,300.0,
4,drone,3,60.0,60.0,idle,300.0,
4,bus,0,15.0,10.0,at_station,,1.0
4,bus,1,55.0,60.0,at_station,,-1.0
4,bus,2,10.0,15.0,at_station,,1.0
4,bus,3,50.0,65.0,at_station,,-1.0
5,drone,0,20.0,20.0,idle,300.0,
5,drone,1,60.0,20.0,idle,300.0,
5,drone,2,20.0,60.0,idle,300.0,
5,drone,3,60.0,60.0,idle,300.0,
5,bus,0,15.0,10.0,at_station,,1.0
5,bus,1,55.0,60.0,at_station,,-1.0
5,bus,2,10.0,15.0,at_station,,1.0
5,bus,3,50.0,65.0,at_station,,-1.0
6,drone,0,20.0,20.0,idle,300.0,
6,drone,1,60.0,20.0,idle,300.0,
6,drone,2,20.0,60.0,idle,300.0,
6,drone,3,60.0,60.0,idle,300.0,
6,bus,0,15.0,10.0,at_station,,1.0
6,bus,1,55.0,60.0,at_station,,-1.0
6,bus,2,10.0,15.0,at_station,,1.0
6,bus,3,50.0,65.0,at_station,,-1.0
7,drone,0,20.0,20.0,idle,300.0,
7,drone,1,60.0,20.0,idle,300.0,
7,drone,2,20.0,60.0,idle,300.0,
7,drone,3,60.0,60.0,idle,300.0,
7,bus,0,15.0,12.5,moving,,1.0
7,bus,1,52.5,60.0,moving,,-1.0
7,bus,2,12.5,15.0,moving,,1.0
7,bus,3,50.0,62.5,moving,,-1.0
8,drone,0,20.0,20.0,idle,300.0,
8,drone,1,60.0,20.0,idle,300.0,
8,drone,2,20.0,60.0,idle,300.0,
8,drone,3,60.0,60.0,idle,300.0,
8,bus,0,15.0,17.5,moving,,1.0
8,bus,1,47.5,60.0,moving,,-1.0
8,bus,2,17.5,15.0,moving,,1.0
8,bus,3,50.0,57.5,moving,,-1.0
9,drone,0,20.0,20.0,idle,300.0,
9,drone,1,60.0,20.0,idle,300.0,
9,drone,2,20.0,60.0,idle,300.0,
9,drone,3,60.0,60.0,idle,300.0,
9,bus,0,15.0,20.0,at_station,,1.0
9,bus,1,45.0,60.0,at_station,,-1.0
9,bus,2,20.0,15.0,at_station,,1.0
9,bus,3,50.0,55.0,at_station,,-1.0
9,bus,4,15.0,0.0,at_station,,1.0
9,bus,5,65.0,60.0,at_station,,-1.0
