time,entity,id,x,y,status,battery,region,direction
18,drone,1,50.0,35.0,waiting_at_bus_station_for_pickup_bus,288.819660112501,global,
18,bus,0,15.0,37.5,moving,,,1.0
18,bus,1,27.5,60.0,moving,,,-1.0
18,bus,2,37.5,15.0,moving,,,1.0
18,bus,3,50.0,37.5,moving,,,-1.0
18,bus,4,15.0,17.5,moving,,,1.0
18,bus,5,47.5,60.0,moving,,,-1.0
18,bus,6,17.5,15.0,moving,,,1.0
18,bus,7,50.0,57.5,moving,,,-1.0
19,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
19,drone,1,50.0,35.0,waiting_at_bus_station_for_pickup_bus,288.819660112501,global,
19,bus,0,15.0,40.0,at_station,,,1.0
19,bus,1,25.0,60.0,at_station,,,-1.0
19,bus,2,40.0,15.0,at_station,,,1.0
19,bus,3,50.0,35.0,at_station,,,-1.0
19,bus,4,15.0,20.0,at_station,,,1.0
19,bus,5,45.0,60.0,at_station,,,-1.0
19,bus,6,20.0,15.0,at_station,,,1.0
19,bus,7,50.0,55.0,at_station,,,-1.0
19,bus,8,15.0,0.0,at_station,,,1.0
19,bus,9,65.0,60.0,at_station,,,-1.0
19,bus,10,0.0,15.0,at_station,,,1.0
19,bus,11,50.0,75.0,at_station,,,-1.0
20,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
20,drone,1,46.7990780016776,31.15889360201312,direct_transport_to_pickup,283.819660112501,global,
20,bus,0,15.0,40.0,at_station,,,1.0
20,bus,1,25.0,60.0,at_station,,,-1.0
20,bus,2,40.0,15.0,at_station,,,1.0
20,bus,3,50.0,35.0,at_station,,,-1.0
20,bus,4,15.0,20.0,at_station,,,1.0
20,bus,5,45.0,60.0,at_station,,,-1.0
20,bus,6,20.0,15.0,at_station,,,1.0
20,bus,7,50.0,55.0,at_station,,,-1.0
20,bus,8,15.0,0.0,at_station,,,1.0
20,bus,9,65.0,60.0,at_station,,,-1.0
20,bus,10,0.0,15.0,at_station,,,1.0
20,bus,11,50.0,75.0,at_station,,,-1.0
21,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
21,drone,1,43.5981560033552,27.31778720402624,direct_transport_to_pickup,278.819660112501,global,
21,bus,0,15.0,40.0,at_station,,,1.0
21,bus,1,25.0,60.0,at_station,,,-1.0
21,bus,2,40.0,15.0,at_station,,,1.0
21,bus,3,50.0,35.0,at_station,,,-1.0
21,bus,4,15.0,20.0,at_station,,,1.0
21,bus,5,45.0,60.0,at_station,,,-1.0
21,bus,6,20.0,15.0,at_station,,,1.0
21,bus,7,50.0,55.0,at_station,,,-1.0
21,bus,8,15.0,0.0,at_station,,,1.0
21,bus,9,65.0,60.0,at_station,,,-1.0
21,bus,10,0.0,15.0,at_station,,,1.0
21,bus,11,50.0,75.0,at_station,,,-1.0
22,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
22,drone,1,40.3972340050328,23.47668080603936,direct_transport_to_pickup,273.819660112501,global,
22,bus,0,15.0,42.5,moving,,,1.0
22,bus,1,22.5,60.0,moving,,,-1.0
22,bus,2,42.5,15.0,moving,,,1.0
22,bus,3,50.0,32.5,moving,,,-1.0
22,bus,4,15.0,22.5,moving,,,1.0
22,bus,5,42.5,60.0,moving,,,-1.0
22,bus,6,22.5,15.0,moving,,,1.0
22,bus,7,50.0,52.5,moving,,,-1.0
22,bus,8,15.0,2.5,moving,,,1.0
22,bus,9,62.5,60.0,moving,,,-1.0
22,bus,10,2.5,15.0,moving,,,1.0
22,bus,11,50.0,72.5,moving,,,-1.0
23,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
23,drone,1,37.1963120067104,19.635574408052484,direct_transport_to_pickup,268.819660112501,global,
23,bus,0,15.0,47.5,moving,,,1.0
23,bus,1,17.5,60.0,moving,,,-1.0
23,bus,2,47.5,15.0,moving,,,1.0
23,bus,3,50.0,27.5,moving,,,-1.0
23,bus,4,15.0,27.5,moving,,,1.0
23,bus,5,37.5,60.0,moving,,,-1.0
23,bus,6,27.5,15.0,moving,,,1.0
23,bus,7,50.0,47.5,moving,,,-1.0
23,bus,8,15.0,7.5,moving,,,1.0
23,bus,9,57.5,60.0,moving,,,-1.0
23,bus,10,7.5,15.0,moving,,,1.0
23,bus,11,50.0,67.5,moving,,,-1.0
24,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
24,drone,1,35.0,17.0,direct_transport_to_delivery,265.38891108478106,global,
24,bus,0,15.0,50.0,at_station,,,1.0
24,bus,1,15.0,60.0,at_station,,,-1.0
24,bus,2,50.0,15.0,at_station,,,1.0
24,bus,3,50.0,25.0,at_station,,,-1.0
24,bus,4,15.0,30.0,at_station,,,1.0
24,bus,5,35.0,60.0,at_station,,,-1.0
24,bus,6,30.0,15.0,at_station,,,1.0
24,bus,7,50.0,45.0,at_station,,,-1.0
24,bus,8,15.0,10.0,at_station,,,1.0
24,bus,9,55.0,60.0,at_station,,,-1.0
24,bus,10,10.0,15.0,at_station,,,1.0
24,bus,11,50.0,65.0,at_station,,,-1.0
25,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
25,drone,1,30.16462731368677,18.27246649639822,direct_transport_to_delivery,260.38891108478106,global,
25,bus,0,15.0,50.0,at_station,,,1.0
25,bus,1,15.0,60.0,at_station,,,-1.0
25,bus,2,50.0,15.0,at_station,,,1.0
25,bus,3,50.0,25.0,at_station,,,-1.0
25,bus,4,15.0,30.0,at_station,,,1.0
25,bus,5,35.0,60.0,at_station,,,-1.0
25,bus,6,30.0,15.0,at_station,,,1.0
25,bus,7,50.0,45.0,at_station,,,-1.0
25,bus,8,15.0,10.0,at_station,,,1.0
25,bus,9,55.0,60.0,at_station,,,-1.0
25,bus,10,10.0,15.0,at_station,,,1.0
25,bus,11,50.0,65.0,at_station,,,-1.0
26,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
26,drone,1,25.329254627373537,19.54493299279644,direct_transport_to_delivery,255.38891108478106,global,
26,bus,0,15.0,50.0,at_station,,,1.0
26,bus,1,15.0,60.0,at_station,,,-1.0
26,bus,2,50.0,15.0,at_station,,,1.0
26,bus,3,50.0,25.0,at_station,,,-1.0
26,bus,4,15.0,30.0,at_station,,,1.0
26,bus,5,35.0,60.0,at_station,,,-1.0
26,bus,6,30.0,15.0,at_station,,,1.0
26,bus,7,50.0,45.0,at_station,,,-1.0
26,bus,8,15.0,10.0,at_station,,,1.0
26,bus,9,55.0,60.0,at_station,,,-1.0
26,bus,10,10.0,15.0,at_station,,,1.0
26,bus,11,50.0,65.0,at_station,,,-1.0
27,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
27,drone,1,20.493881941060305,20.817399489194656,direct_transport_to_delivery,250.38891108478106,global,
27,bus,0,15.0,52.5,moving,,,1.0
27,bus,1,15.0,57.5,moving,,,-1.0
27,bus,2,50.0,17.5,moving,,,1.0
27,bus,3,50.0,22.5,moving,,,-1.0
27,bus,4,15.0,32.5,moving,,,1.0
27,bus,5,32.5,60.0,moving,,,-1.0
27,bus,6,32.5,15.0,moving,,,1.0
27,bus,7,50.0,42.5,moving,,,-1.0
27,bus,8,15.0,12.5,moving,,,1.0
27,bus,9,52.5,60.0,moving,,,-1.0
27,bus,10,12.5,15.0,moving,,,1.0
27,bus,11,50.0,62.5,moving,,,-1.0
28,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
28,drone,1,16.0,22.0,idle,245.74202838039255,global,
28,bus,0,15.0,57.5,moving,,,1.0
28,bus,1,15.0,52.5,moving,,,-1.0
28,bus,2,50.0,22.5,moving,,,1.0
28,bus,3,50.0,17.5,moving,,,-1.0
28,bus,4,15.0,37.5,moving,,,1.0
28,bus,5,27.5,60.0,moving,,,-1.0
28,bus,6,37.5,15.0,moving,,,1.0
28,bus,7,50.0,37.5,moving,,,-1.0
28,bus,8,15.0,17.5,moving,,,1.0
28,bus,9,47.5,60.0,moving,,,-1.0
28,bus,10,17.5,15.0,moving,,,1.0
28,bus,11,50.0,57.5,moving,,,-1.0
29,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
29,drone,1,20.988151642114914,21.65598954192311,direct_transport_to_pickup,240.74202838039255,global,
29,bus,0,15.0,60.0,at_station,,,1.0
29,bus,1,15.0,50.0,at_station,,,-1.0
29,bus,2,50.0,25.0,at_station,,,1.0
29,bus,3,50.0,15.0,at_station,,,-1.0
29,bus,4,15.0,40.0,at_station,,,1.0
29,bus,5,25.0,60.0,at_station,,,-1.0
29,bus,6,40.0,15.0,at_station,,,1.0
29,bus,7,50.0,35.0,at_station,,,-1.0
29,bus,8,15.0,20.0,at_station,,,1.0
29,bus,9,45.0,60.0,at_station,,,-1.0
29,bus,10,20.0,15.0,at_station,,,1.0
29,bus,11,50.0,55.0,at_station,,,-1.0
29,bus,12,15.0,0.0,at_station,,,1.0
29,bus,13,65.0,60.0,at_station,,,-1.0
29,bus,14,0.0,15.0,at_station,,,1.0
29,bus,15,50.0,75.0,at_station,,,-1.0
30,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
30,drone,1,25.97630328422983,21.311979083846218,direct_transport_to_pickup,235.74202838039255,global,
30,bus,0,15.0,60.0,at_station,,,1.0
30,bus,1,15.0,50.0,at_station,,,-1.0
30,bus,2,50.0,25.0,at_station,,,1.0
30,bus,3,50.0,15.0,at_station,,,-1.0
30,bus,4,15.0,40.0,at_station,,,1.0
30,bus,5,25.0,60.0,at_station,,,-1.0
30,bus,6,40.0,15.0,at_station,,,1.0
30,bus,7,50.0,35.0,at_station,,,-1.0
30,bus,8,15.0,20.0,at_station,,,1.0
30,bus,9,45.0,60.0,at_station,,,-1.0
30,bus,10,20.0,15.0,at_station,,,1.0
30,bus,11,50.0,55.0,at_station,,,-1.0
30,bus,12,15.0,0.0,at_station,,,1.0
30,bus,13,65.0,60.0,at_station,,,-1.0
30,bus,14,0.0,15.0,at_station,,,1.0
30,bus,15,50.0,75.0,at_station,,,-1.0
31,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
31,drone,1,30.964454926344743,20.967968625769327,direct_transport_to_pickup,230.74202838039255,global,
31,bus,0,15.0,60.0,at_station,,,1.0
31,bus,1,15.0,50.0,at_station,,,-1.0
31,bus,2,50.0,25.0,at_station,,,1.0
31,bus,3,50.0,15.0,at_station,,,-1.0
31,bus,4,15.0,40.0,at_station,,,1.0
31,bus,5,25.0,60.0,at_station,,,-1.0
31,bus,6,40.0,15.0,at_station,,,1.0
31,bus,7,50.0,35.0,at_station,,,-1.0
31,bus,8,15.0,20.0,at_station,,,1.0
31,bus,9,45.0,60.0,at_station,,,-1.0
31,bus,10,20.0,15.0,at_station,,,1.0
31,bus,11,50.0,55.0,at_station,,,-1.0
31,bus,12,15.0,0.0,at_station,,,1.0
31,bus,13,65.0,60.0,at_station,,,-1.0
31,bus,14,0.0,15.0,at_station,,,1.0
31,bus,15,50.0,75.0,at_station,,,-1.0
32,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
32,drone,1,35.95260656845966,20.623958167692436,direct_transport_to_pickup,225.74202838039255,global,
32,bus,0,17.5,60.0,moving,,,1.0
32,bus,1,15.0,47.5,moving,,,-1.0
32,bus,2,50.0,27.5,moving,,,1.0
32,bus,3,47.5,15.0,moving,,,-1.0
32,bus,4,15.0,42.5,moving,,,1.0
32,bus,5,22.5,60.0,moving,,,-1.0
32,bus,6,42.5,15.0,moving,,,1.0
32,bus,7,50.0,32.5,moving,,,-1.0
32,bus,8,15.0,22.5,moving,,,1.0
32,bus,9,42.5,60.0,moving,,,-1.0
32,bus,10,22.5,15.0,moving,,,1.0
32,bus,11,50.0,52.5,moving,,,-1.0
32,bus,12,15.0,2.5,moving,,,1.0
32,bus,13,62.5,60.0,moving,,,-1.0
32,bus,14,2.5,15.0,moving,,,1.0
32,bus,15,50.0,72.5,moving,,,-1.0
33,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
33,drone,1,40.94075821057457,20.279947709615545,direct_transport_to_pickup,220.74202838039255,global,
33,bus,0,22.5,60.0,moving,,,1.0
33,bus,1,15.0,42.5,moving,,,-1.0
33,bus,2,50.0,32.5,moving,,,1.0
33,bus,3,42.5,15.0,moving,,,-1.0
33,bus,4,15.0,47.5,moving,,,1.0
33,bus,5,17.5,60.0,moving,,,-1.0
33,bus,6,47.5,15.0,moving,,,1.0
33,bus,7,50.0,27.5,moving,,,-1.0
33,bus,8,15.0,27.5,moving,,,1.0
33,bus,9,37.5,60.0,moving,,,-1.0
33,bus,10,27.5,15.0,moving,,,1.0
33,bus,11,50.0,47.5,moving,,,-1.0
33,bus,12,15.0,7.5,moving,,,1.0
33,bus,13,57.5,60.0,moving,,,-1.0
33,bus,14,7.5,15.0,moving,,,1.0
33,bus,15,50.0,67.5,moving,,,-1.0
34,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
34,drone,1,45.0,20.0,direct_transport_to_delivery,216.6731446728953,global,
34,bus,0,25.0,60.0,at_station,,,1.0
34,bus,1,15.0,40.0,at_station,,,-1.0
34,bus,2,50.0,35.0,at_station,,,1.0
34,bus,3,40.0,15.0,at_station,,,-1.0
34,bus,4,15.0,50.0,at_station,,,1.0
34,bus,5,15.0,60.0,at_station,,,-1.0
34,bus,6,50.0,15.0,at_station,,,1.0
34,bus,7,50.0,25.0,at_station,,,-1.0
34,bus,8,15.0,30.0,at_station,,,1.0
34,bus,9,35.0,60.0,at_station,,,-1.0
34,bus,10,30.0,15.0,at_station,,,1.0
34,bus,11,50.0,45.0,at_station,,,-1.0
34,bus,12,15.0,10.0,at_station,,,1.0
34,bus,13,55.0,60.0,at_station,,,-1.0
34,bus,14,10.0,15.0,at_station,,,1.0
34,bus,15,50.0,65.0,at_station,,,-1.0
35,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
35,drone,1,41.095655952784846,23.123475237772123,direct_transport_to_delivery,211.6731446728953,global,
35,bus,0,25.0,60.0,at_station,,,1.0
35,bus,1,15.0,40.0,at_station,,,-1.0
35,bus,2,50.0,35.0,at_station,,,1.0
35,bus,3,40.0,15.0,at_station,,,-1.0
35,bus,4,15.0,50.0,at_station,,,1.0
35,bus,5,15.0,60.0,at_station,,,-1.0
35,bus,6,50.0,15.0,at_station,,,1.0
35,bus,7,50.0,25.0,at_station,,,-1.0
35,bus,8,15.0,30.0,at_station,,,1.0
35,bus,9,35.0,60.0,at_station,,,-1.0
35,bus,10,30.0,15.0,at_station,,,1.0
35,bus,11,50.0,45.0,at_station,,,-1.0
35,bus,12,15.0,10.0,at_station,,,1.0
35,bus,13,55.0,60.0,at_station,,,-1.0
35,bus,14,10.0,15.0,at_station,,,1.0
35,bus,15,50.0,65.0,at_station,,,-1.0
36,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
36,drone,1,37.19131190556969,26.246950475544246,direct_transport_to_delivery,206.6731446728953,global,
36,bus,0,25.0,60.0,at_station,,,1.0
36,bus,1,15.0,40.0,at_station,,,-1.0
36,bus,2,50.0,35.0,at_station,,,1.0
36,bus,3,40.0,15.0,at_station,,,-1.0
36,bus,4,15.0,50.0,at_station,,,1.0
36,bus,5,15.0,60.0,at_station,,,-1.0
36,bus,6,50.0,15.0,at_station,,,1.0
36,bus,7,50.0,25.0,at_station,,,-1.0
36,bus,8,15.0,30.0,at_station,,,1.0
36,bus,9,35.0,60.0,at_station,,,-1.0
36,bus,10,30.0,15.0,at_station,,,1.0
36,bus,11,50.0,45.0,at_station,,,-1.0
36,bus,12,15.0,10.0,at_station,,,1.0
36,bus,13,55.0,60.0,at_station,,,-1.0
36,bus,14,10.0,15.0,at_station,,,1.0
36,bus,15,50.0,65.0,at_station,,,-1.0
37,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
37,drone,1,33.28696785835454,29.370425713316365,direct_transport_to_delivery,201.6731446728953,global,
37,bus,0,27.5,60.0,moving,,,1.0
37,bus,1,15.0,37.5,moving,,,-1.0
37,bus,2,50.0,37.5,moving,,,1.0
37,bus,3,37.5,15.0,moving,,,-1.0
37,bus,4,15.0,52.5,moving,,,1.0
37,bus,5,15.0,57.5,moving,,,-1.0
37,bus,6,50.0,17.5,moving,,,1.0
37,bus,7,50.0,22.5,moving,,,-1.0
37,bus,8,15.0,32.5,moving,,,1.0
37,bus,9,32.5,60.0,moving,,,-1.0
37,bus,10,32.5,15.0,moving,,,1.0
37,bus,11,50.0,42.5,moving,,,-1.0
37,bus,12,15.0,12.5,moving,,,1.0
37,bus,13,52.5,60.0,moving,,,-1.0
37,bus,14,12.5,15.0,moving,,,1.0
37,bus,15,50.0,62.5,moving,,,-1.0
38,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
38,drone,1,29.382623811139386,32.49390095108849,direct_transport_to_delivery,196.6731446728953,global,
38,bus,0,32.5,60.0,moving,,,1.0
38,bus,1,15.0,32.5,moving,,,-1.0
38,bus,2,50.0,42.5,moving,,,1.0
38,bus,3,32.5,15.0,moving,,,-1.0
38,bus,4,15.0,57.5,moving,,,1.0
38,bus,5,15.0,52.5,moving,,,-1.0
38,bus,6,50.0,22.5,moving,,,1.0
38,bus,7,50.0,17.5,moving,,,-1.0
38,bus,8,15.0,37.5,moving,,,1.0
38,bus,9,27.5,60.0,moving,,,-1.0
38,bus,10,37.5,15.0,moving,,,1.0
38,bus,11,50.0,37.5,moving,,,-1.0
38,bus,12,15.0,17.5,moving,,,1.0
38,bus,13,47.5,60.0,moving,,,-1.0
38,bus,14,17.5,15.0,moving,,,1.0
38,bus,15,50.0,57.5,moving,,,-1.0
39,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
39,drone,1,25.478279763924235,35.61737618886061,direct_transport_to_delivery,191.6731446728953,global,
39,bus,0,35.0,60.0,at_station,,,1.0
39,bus,1,15.0,30.0,at_station,,,-1.0
39,bus,2,50.0,45.0,at_station,,,1.0
39,bus,3,30.0,15.0,at_station,,,-1.0
39,bus,4,15.0,60.0,at_station,,,1.0
39,bus,5,15.0,50.0,at_station,,,-1.0
39,bus,6,50.0,25.0,at_station,,,1.0
39,bus,7,50.0,15.0,at_station,,,-1.0
39,bus,8,15.0,40.0,at_station,,,1.0
39,bus,9,25.0,60.0,at_station,,,-1.0
39,bus,10,40.0,15.0,at_station,,,1.0
39,bus,11,50.0,35.0,at_station,,,-1.0
39,bus,12,15.0,20.0,at_station,,,1.0
39,bus,13,45.0,60.0,at_station,,,-1.0
39,bus,14,20.0,15.0,at_station,,,1.0
39,bus,15,50.0,55.0,at_station,,,-1.0
39,bus,16,15.0,0.0,at_station,,,1.0
39,bus,17,65.0,60.0,at_station,,,-1.0
39,bus,18,0.0,15.0,at_station,,,1.0
39,bus,19,50.0,75.0,at_station,,,-1.0
40,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
40,drone,1,21.573935716709084,38.74085142663273,direct_transport_to_delivery,186.6731446728953,global,
40,bus,0,35.0,60.0,at_station,,,1.0
40,bus,1,15.0,30.0,at_station,,,-1.0
40,bus,2,50.0,45.0,at_station,,,1.0
40,bus,3,30.0,15.0,at_station,,,-1.0
40,bus,4,15.0,60.0,at_station,,,1.0
40,bus,5,15.0,50.0,at_station,,,-1.0
40,bus,6,50.0,25.0,at_station,,,1.0
40,bus,7,50.0,15.0,at_station,,,-1.0
40,bus,8,15.0,40.0,at_station,,,1.0
40,bus,9,25.0,60.0,at_station,,,-1.0
40,bus,10,40.0,15.0,at_station,,,1.0
40,bus,11,50.0,35.0,at_station,,,-1.0
40,bus,12,15.0,20.0,at_station,,,1.0
40,bus,13,45.0,60.0,at_station,,,-1.0
40,bus,14,20.0,15.0,at_station,,,1.0
40,bus,15,50.0,55.0,at_station,,,-1.0
40,bus,16,15.0,0.0,at_station,,,1.0
40,bus,17,65.0,60.0,at_station,,,-1.0
40,bus,18,0.0,15.0,at_station,,,1.0
40,bus,19,50.0,75.0,at_station,,,-1.0
41,drone,0,20.0,15.0,waiting_at_bus_station_for_delivery,275.0,global,
41,drone,1,20.0,40.0,idle,184.65752348573105,global,
41,bus,0,35.0,60.0,at_station,,,1.0
